@relation 'RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1_clustered'

@attribute Instance_number numeric
@attribute 0.393IsAlone=1+0.393FamilySize=1-0.328Fare=3-0.296Pclass=1-0.287Has_Cabin=1... numeric
@attribute 0.427Pclass=1+0.378Has_Cabin=1-0.313Pclass=3+0.312IsAlone=1+0.312FamilySize=1... numeric
@attribute 0.597Pclass=2+0.386Fare=1-0.383Pclass=3-0.355Fare=0-0.222Fare=3... numeric
@attribute -0.692Age=1+0.609Age=2-0.198FamilySize=2+0.159Age=0+0.108IsAlone=1... numeric
@attribute 0.425Fare=2-0.382Age=0-0.357Fare=1-0.338FamilySize=7-0.297Fare=3... numeric
@attribute 0.405FamilySize=2+0.361Age=2+0.301FamilySize=11-0.3Fare=2-0.278Age=0... numeric
@attribute 0.643FamilySize=4-0.434Age=3-0.306FamilySize=2-0.269FamilySize=6-0.253Fare=1... numeric
@attribute 0.699FamilySize=3-0.315FamilySize=4+0.315FamilySize=11-0.261FamilySize=5-0.244FamilySize=2... numeric
@attribute -0.65FamilySize=5+0.328Sex=1+0.292Age=4+0.277FamilySize=2+0.263FamilySize=6... numeric
@attribute -0.631FamilySize=11-0.477FamilySize=6+0.415FamilySize=7-0.205FamilySize=5+0.186Fare=0... numeric
@attribute 0.721FamilySize=8-0.456FamilySize=7-0.346FamilySize=6+0.324FamilySize=5+0.118Age=3... numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1}

@data
369,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
370,-1.15866,-1.977645,2.422141,-0.991047,1.143868,-1.267901,0.509021,2.298921,0.084035,0.184644,-0.078067,0,cluster0
371,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
372,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
373,-2.854235,0.950767,-1.487165,-1.081229,-1.106068,-1.821738,-1.359395,-0.834248,2.06674,-3.512114,-2.428429,0,cluster0
374,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
375,0.202014,-1.78265,0.637182,-1.211584,-0.39542,0.085396,-0.652366,2.674665,-0.326624,0.047892,-0.345878,0,cluster0
376,-1.333368,-1.462382,2.157246,-1.462111,1.541936,0.579713,-0.511443,-0.528271,1.383879,0.284022,0.231562,1,cluster0
377,-1.994016,-2.701482,-2.817749,0.827634,-4.777384,1.32596,0.06144,-0.136496,-1.807684,3.782859,-3.946858,0,cluster1
378,-1.360974,-1.428855,-2.630017,1.905656,-2.873056,2.596496,-0.083292,0.734945,-1.396195,3.401036,-3.896722,0,cluster1
379,-1.011958,-2.283943,-0.026834,1.593257,2.004688,-0.480536,-0.091965,2.28319,-0.482663,0.226271,-0.146771,0,cluster1
380,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
381,-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,1,cluster0
382,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
383,1.83781,0.992629,-1.378788,-1.047963,0.474401,-0.560331,0.441888,0.052924,0.174405,0.154285,-0.09551,0,cluster0
384,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
385,-3.643572,1.941216,-0.273414,-0.116304,-0.37735,-2.023718,-1.260477,2.38563,-1.07454,0.482079,0.146376,0,cluster1
386,-0.840856,2.1247,0.168161,1.898817,1.609136,-0.864367,0.32291,-0.313357,-0.175353,-0.314719,-0.146019,1,cluster1
387,-1.789108,-1.307298,1.951859,1.270976,2.139154,1.293313,-0.482144,-0.571315,1.187094,0.425224,0.293265,0,cluster1
388,1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,0,cluster0
389,-1.994016,-2.701482,-2.817749,0.827634,-4.777384,1.32596,0.06144,-0.136496,-1.807684,3.782859,-3.946858,0,cluster1
390,-0.730927,-1.923765,-0.086342,-1.610894,1.805539,0.653478,-1.141727,-0.500959,1.013966,0.184447,0.101155,0,cluster0
391,-3.686384,0.341066,-0.887957,0.425479,-2.378886,-1.575329,3.770405,-1.719504,1.414486,-0.35757,0.030121,1,cluster1
392,-1.186666,-1.76868,-0.291728,1.122193,2.402757,1.367078,-1.112429,-0.544002,0.817181,0.325649,0.162858,0,cluster1
393,2.151741,0.84468,-1.424706,0.993993,0.272763,-2.233464,0.186964,1.520985,2.787017,0.735026,0.685738,0,cluster1
394,1.444001,0.06918,0.403833,1.802498,-0.413217,1.476972,-0.245689,-0.28835,-0.896022,-0.089543,-0.175217,0,cluster1
395,-1.124343,-2.112957,0.004023,-1.81501,1.686874,1.014553,-0.746187,-0.899562,0.327734,0.343528,0.020131,1,cluster0
396,1.141508,-0.742282,0.150591,-0.858835,0.792456,-0.51616,0.256115,-0.593739,-0.658491,-0.193567,-0.099516,0,cluster0
397,-4.211697,2.267287,-0.447944,-0.791485,-0.097946,0.184971,-1.8854,-0.840165,-0.460928,0.740538,0.374981,1,cluster1
398,-2.536657,-2.006339,1.760896,0.754894,-0.023074,-2.419891,0.399159,1.786721,0.092574,0.509381,-0.107165,1,cluster1
399,-0.385117,1.969615,0.373548,-0.834271,1.011918,-1.577967,0.293612,-0.270313,0.021432,-0.455921,-0.207722,1,cluster0
400,-0.851494,-2.901613,-0.457114,-1.861481,1.047704,-0.462937,-0.039451,-2.292606,-5.441754,-1.731815,2.430216,0,cluster0
401,-1.153444,-3.640772,-1.030962,0.201816,-0.022077,-1.742023,-0.656502,-2.409883,-4.677565,-1.526953,2.603831,0,cluster1
402,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
403,1.101535,0.592139,-0.89502,-1.003561,-0.747566,0.057577,0.145622,0.318526,0.112391,-0.393749,-0.023877,1,cluster0
404,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
405,-1.061476,-2.384931,-0.020832,-0.027583,-1.304462,1.376074,-1.498799,-1.067011,0.364945,0.670294,-0.024682,1,cluster1
406,1.101535,0.592139,-0.89502,-1.003561,-0.747566,0.057577,0.145622,0.318526,0.112391,-0.393749,-0.023877,1,cluster0
407,0.144661,2.770761,-1.093092,1.618813,1.150912,-0.313485,0.792576,-0.068979,0.040731,0.23142,-0.101348,0,cluster1
408,1.597791,-0.825063,0.035372,1.132708,-2.080216,-0.515714,-0.892037,-0.362585,0.064952,-0.025883,-0.063305,0,cluster1
409,-3.365389,1.38399,-0.668759,1.064863,0.446799,-0.246456,0.62612,2.721673,-0.404321,0.081898,-0.341386,1,cluster1
410,-3.686384,0.341066,-0.887957,0.425479,-2.378886,-1.575329,3.770405,-1.719504,1.414486,-0.35757,0.030121,1,cluster1
411,-1.333368,-1.462382,2.157246,-1.462111,1.541936,0.579713,-0.511443,-0.528271,1.383879,0.284022,0.231562,0,cluster0
412,-1.274246,3.269928,-0.787085,1.549974,-0.049551,0.070445,0.607958,0.200305,-0.090702,-0.35582,-0.151404,1,cluster1
413,-1.552076,-2.166838,2.512505,-1.195163,1.025203,-0.906826,0.904562,1.900317,-0.602196,0.343725,-0.159091,1,cluster0
414,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,1,cluster0
415,-1.251584,-3.367379,-0.304931,0.719351,0.219025,-2.112147,-0.342773,1.810352,-0.207921,0.449012,-0.115882,0,cluster1
416,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
417,-1.284884,-1.756385,-1.41236,-2.210323,-0.610982,0.471875,0.245596,-1.778944,-5.357104,-1.772916,2.424831,0,cluster0
418,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
419,-3.643572,1.941216,-0.273414,-0.116304,-0.37735,-2.023718,-1.260477,2.38563,-1.07454,0.482079,0.146376,0,cluster1
420,-3.81828,2.456479,-0.538308,-0.587369,0.020718,-0.176104,-2.280941,-0.441562,0.225304,0.581456,0.456005,1,cluster1
421,-1.580083,-1.957873,-0.201364,0.918077,2.284092,1.728153,-0.716888,-0.942606,0.130949,0.48473,0.081835,1,cluster1
422,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
423,-0.730927,-1.923765,-0.086342,-1.610894,1.805539,0.653478,-1.141727,-0.500959,1.013966,0.184447,0.101155,0,cluster0
424,-0.436408,1.782268,0.741267,0.83089,0.763482,-2.407651,-1.675334,-0.653081,-0.776153,0.124668,0.463432,0,cluster1
425,-3.384435,1.080224,-0.314109,-1.637818,-1.309105,-0.296243,4.387455,-1.602227,0.650297,-0.562432,-0.143494,0,cluster0
426,-1.19617,-3.645518,-1.328723,1.306346,-0.736625,-2.973829,-2.298989,-1.788613,2.066355,-3.003798,-2.141222,0,cluster1
427,-1.854026,-2.905997,1.938657,0.868135,-0.044578,-2.185912,0.287512,1.78304,0.161993,0.548587,0.014524,1,cluster1
428,-1.789108,-1.307298,1.951859,1.270976,2.139154,1.293313,-0.482144,-0.571315,1.187094,0.425224,0.293265,0,cluster1
429,-0.428434,-1.112303,0.166901,1.050439,0.599866,2.64661,-1.643531,-0.195571,0.776434,0.288471,0.025454,0,cluster1
430,-1.119039,2.681926,0.563506,0.717649,0.784986,-2.641629,-1.563686,-0.6494,-0.845572,0.085462,0.341743,0,cluster1
431,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
432,1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,1,cluster0
433,-1.274246,3.269928,-0.787085,1.549974,-0.049551,0.070445,0.607958,0.200305,-0.090702,-0.35582,-0.151404,0,cluster1
434,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
435,-0.851494,-2.901613,-0.457114,-1.861481,1.047704,-0.462937,-0.039451,-2.292606,-5.441754,-1.731815,2.430216,0,cluster0
436,0.297515,1.069958,0.551309,-0.72103,0.990414,-1.343989,0.181964,-0.273994,0.090851,-0.416715,-0.086034,0,cluster0
437,-1.54686,-3.829964,-0.940597,-0.0023,-0.140741,-1.380948,-0.260961,-2.808487,-5.363797,-1.367872,2.522807,0,cluster1
438,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
439,-3.303066,1.039713,-0.373007,-1.87234,-0.269083,-0.598981,0.992362,2.366113,-0.893767,0.099777,-0.484113,1,cluster0
440,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
441,-1.119039,2.681926,0.563506,0.717649,0.784986,-2.641629,-1.563686,-0.6494,-0.845572,0.085462,0.341743,1,cluster1
442,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
443,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,1,cluster0
444,-1.61173,-2.542215,-3.114192,1.232702,-5.034472,-0.344302,-1.179395,0.851857,3.46294,2.169074,8.893031,0,cluster1
445,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
446,-3.643572,1.941216,-0.273414,-0.116304,-0.37735,-2.023718,-1.260477,2.38563,-1.07454,0.482079,0.146376,1,cluster1
447,-1.592049,-0.832417,1.466894,-1.339889,-0.514819,-0.333089,0.794069,2.812582,0.168686,0.143544,-0.083452,0,cluster0
448,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0,cluster0
449,-2.85554,-1.434697,0.808881,-0.155888,-1.423861,0.957589,-0.052364,-0.929094,0.860256,0.765945,0.237744,1,cluster1
450,-0.818506,3.114844,-0.581699,-1.183113,-0.646768,-0.643155,0.578659,0.243348,0.106083,-0.497022,-0.213108,0,cluster0
451,-1.552429,3.827154,-0.39174,0.368807,-0.8737,-1.706817,-1.278639,-0.135738,-0.760921,0.044361,0.336358,1,cluster1
452,-3.758805,1.194798,-0.578394,0.860747,0.328135,0.114618,1.02166,2.32307,-1.090552,0.240979,-0.42241,1,cluster1
453,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
454,1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,1,cluster0
455,0.198561,0.620603,2.493772,1.045984,0.420586,-2.014662,-1.366438,-0.601534,-0.46935,0.288309,0.661381,0,cluster1
456,1.204375,-1.014256,0.125737,0.928592,-2.198881,-0.154639,-0.496497,-0.761188,-0.62128,0.133198,-0.144328,1,cluster1
457,0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0,cluster1
458,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
459,-1.673418,-0.791906,1.525793,-1.105367,-1.554841,-0.03035,4.189162,-1.155758,1.71275,-0.518666,0.257167,0,cluster0
460,-1.19617,-3.645518,-1.328723,1.306346,-0.736625,-2.973829,-2.298989,-1.788613,2.066355,-3.003798,-2.141222,0,cluster1
461,1.322015,1.316379,2.538764,1.351026,-1.335507,-1.57858,-0.183519,1.597726,2.9001,0.251284,0.634069,0,cluster1
462,1.786519,0.805282,-1.011068,0.617197,0.225965,-1.390014,-1.527058,-0.329844,-0.62318,0.734874,0.575645,0,cluster1
463,-0.956544,-2.562082,-1.050627,2.180252,1.049038,-1.342218,-2.048181,-1.315775,1.791612,-3.226539,-2.17211,0,cluster1
464,-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,0,cluster1
465,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
466,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
467,1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,1,cluster0
468,-4.0798,0.151873,-0.797592,0.221363,-2.497551,-1.214254,4.165945,-2.118108,0.728254,-0.198489,-0.050902,0,cluster1
469,-1.333368,-1.462382,2.157246,-1.462111,1.541936,0.579713,-0.511443,-0.528271,1.383879,0.284022,0.231562,0,cluster0
470,-1.124343,-2.112957,0.004023,-1.81501,1.686874,1.014553,-0.746187,-0.899562,0.327734,0.343528,0.020131,0,cluster0
471,-0.385117,1.969615,0.373548,-0.834271,1.011918,-1.577967,0.293612,-0.270313,0.021432,-0.455921,-0.207722,1,cluster0
472,-0.107028,-2.261982,-0.92039,-0.754459,-3.733143,2.588691,-0.5332,0.214155,-2.011038,3.422839,-4.171468,1,cluster0
473,-1.426293,-2.852116,-0.569825,0.248287,0.617093,-0.264533,-1.363237,-1.01684,1.091923,0.54839,0.193747,0,cluster1
474,-0.985031,2.181079,-0.518959,1.459099,-0.189719,0.665498,0.891851,-0.201979,-0.707515,-0.157533,-0.110739,1,cluster1
475,-2.287415,-1.760768,0.983411,0.519292,-1.703265,-1.2511,0.572559,2.296701,0.246643,0.507486,0.009139,1,cluster1
476,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,1,cluster0
477,-1.994016,-2.701482,-2.817749,0.827634,-4.777384,1.32596,0.06144,-0.136496,-1.807684,3.782859,-3.946858,0,cluster1
478,-0.119254,1.987445,2.865005,0.656874,-1.479466,-0.608034,-1.390352,-0.648025,-1.265747,0.371007,0.321264,0,cluster1
479,-1.819709,-3.041308,-0.479461,0.044171,0.498429,0.096542,-0.967696,-1.415443,0.405692,0.707471,0.112723,0,cluster1
480,0.476744,0.063377,2.098427,2.227152,1.244735,-0.2374,0.520158,-0.265491,0.200869,-0.111872,0.173618,0,cluster1
481,0.476744,0.063377,2.098427,2.227152,1.244735,-0.2374,0.520158,-0.265491,0.200869,-0.111872,0.173618,0,cluster1
482,-0.831241,1.286835,-0.887421,0.789309,-1.856718,-1.327188,0.245502,-0.276214,0.253459,-0.093873,0.001173,0,cluster1
483,0.84156,0.530562,2.647421,1.951282,-0.67682,1.403207,0.384596,-0.315663,-0.526109,0.010032,-0.04481,1,cluster1
484,-0.397851,0.141607,0.067826,1.138151,-0.198032,-2.262,-0.039546,-0.789875,0.168809,-0.052772,0.006558,0,cluster1
485,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
486,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
487,-2.066835,-0.981098,1.616158,-1.309483,-1.673505,0.330724,4.584703,-1.554361,1.026519,-0.359584,0.176144,1,cluster0
488,-3.250882,0.810404,-0.665527,0.502923,0.704699,2.196211,-0.110451,-0.507803,0.27871,0.379563,0.008908,1,cluster1
489,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
490,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
491,0.614668,1.275135,2.675046,-0.895046,-1.252534,0.455629,0.466946,-0.268938,-0.398743,-0.170376,-0.228202,1,cluster0
492,-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,1,cluster0
493,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
494,-1.119039,2.681926,0.563506,0.717649,0.784986,-2.641629,-1.563686,-0.6494,-0.845572,0.085462,0.341743,0,cluster1
495,-4.17314,0.626625,-1.121386,-0.484223,-1.05946,0.330622,-0.249612,-0.97696,0.484034,0.563098,-0.081893,1,cluster1
496,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
497,-1.34996,-2.751275,-0.960262,1.976136,0.930374,-0.981143,-1.65264,-1.714378,1.105381,-3.067458,-2.253134,0,cluster1
498,-1.945845,3.637962,-0.301376,0.164691,-0.992365,-1.345742,-0.883098,-0.534342,-1.447153,0.203442,0.255334,1,cluster1
499,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
500,1.234977,0.719754,2.557057,2.155398,-0.558156,1.042132,-0.010945,0.082941,0.160123,-0.14905,0.036214,0,cluster1
501,-1.6006,-2.51229,-2.908114,1.03175,-4.65872,0.964885,-0.3341,0.262107,-1.121452,3.623777,-3.865834,1,cluster1
502,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
503,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
504,-1.98025,-2.684736,-1.895844,-0.351142,-1.799428,-0.446136,0.024086,-2.294825,-5.279146,-1.408973,2.517422,0,cluster1
505,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0,cluster0
506,-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,1,cluster0
507,-1.124343,-2.112957,0.004023,-1.81501,1.686874,1.014553,-0.746187,-0.899562,0.327734,0.343528,0.020131,0,cluster0
508,1.234977,0.719754,2.557057,2.155398,-0.558156,1.042132,-0.010945,0.082941,0.160123,-0.14905,0.036214,1,cluster1
509,0.202014,-1.78265,0.637182,-1.211584,-0.39542,0.085396,-0.652366,2.674665,-0.326624,0.047892,-0.345878,0,cluster0
510,1.431659,-1.024572,-1.594145,0.720342,-0.854214,-0.883289,0.504271,-0.865241,-0.36445,0.716516,0.037747,1,cluster1
511,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
512,-1.011958,-2.283943,-0.026834,1.593257,2.004688,-0.480536,-0.091965,2.28319,-0.482663,0.226271,-0.146771,0,cluster1
513,1.534924,-0.55309,0.060226,-0.654719,0.911121,-0.877235,-0.139425,-0.195135,0.027741,-0.352648,-0.018492,0,cluster0
514,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
515,0.144661,2.770761,-1.093092,1.618813,1.150912,-0.313485,0.792576,-0.068979,0.040731,0.23142,-0.101348,0,cluster1
516,-1.552076,-2.166838,2.512505,-1.195163,1.025203,-0.906826,0.904562,1.900317,-0.602196,0.343725,-0.159091,0,cluster0
517,-1.124343,-2.112957,0.004023,-1.81501,1.686874,1.014553,-0.746187,-0.899562,0.327734,0.343528,0.020131,0,cluster0
518,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
519,-2.187858,-1.72792,1.976432,-0.160778,0.557169,-1.600364,-1.266465,-2.699005,-5.938845,-1.090857,3.110088,1,cluster1
520,1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,0,cluster0
521,-3.758805,1.194798,-0.578394,0.860747,0.328135,0.114618,1.02166,2.32307,-1.090552,0.240979,-0.42241,1,cluster1
522,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0,cluster0
523,1.101535,0.592139,-0.89502,-1.003561,-0.747566,0.057577,0.145622,0.318526,0.112391,-0.393749,-0.023877,0,cluster0
524,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
525,0.552346,1.619412,2.379295,2.042157,-0.536652,0.808154,0.100703,0.086622,0.090704,-0.188256,-0.085475,0,cluster1
526,-0.158225,1.225042,0.345922,2.012057,1.587632,-0.630389,0.211262,-0.317038,-0.105934,-0.275513,-0.02433,1,cluster1
527,-1.124343,-2.112957,0.004023,-1.81501,1.686874,1.014553,-0.746187,-0.899562,0.327734,0.343528,0.020131,1,cluster0
528,-1.580083,-1.957873,-0.201364,0.918077,2.284092,1.728153,-0.716888,-0.942606,0.130949,0.48473,0.081835,0,cluster1
529,0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0,cluster1
530,-1.667662,3.080736,-0.696721,1.345858,-0.168215,0.431519,1.003498,-0.198299,-0.776934,-0.196739,-0.232428,1,cluster1
531,-1.789108,-1.307298,1.951859,1.270976,2.139154,1.293313,-0.482144,-0.571315,1.187094,0.425224,0.293265,0,cluster1
532,0.158929,1.430219,2.46966,1.838041,-0.655316,1.169228,0.496244,-0.311982,-0.595528,-0.029175,-0.166499,1,cluster1
533,-0.436408,1.782268,0.741267,0.83089,0.763482,-2.407651,-1.675334,-0.653081,-0.776153,0.124668,0.463432,0,cluster1
534,-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,1,cluster0
535,-1.290123,-1.031617,-2.562984,1.779303,-0.895539,4.661394,0.744353,4.170623,-0.072923,-7.336851,1.160502,0,cluster1
536,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
537,1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,0,cluster1
538,-0.135875,2.215187,-0.403937,-1.069872,-0.668272,-0.409177,0.467012,0.239667,0.175502,-0.457816,-0.091419,0,cluster0
539,0.84156,0.530562,2.647421,1.951282,-0.67682,1.403207,0.384596,-0.315663,-0.526109,0.010032,-0.04481,1,cluster1
540,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
541,1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,0,cluster0
542,0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0,cluster1
543,-1.819709,-3.041308,-0.479461,0.044171,0.498429,0.096542,-0.967696,-1.415443,0.405692,0.707471,0.112723,1,cluster1
544,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
545,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
546,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,1,cluster0
547,1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,1,cluster1
548,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
549,1.786519,0.805282,-1.011068,0.617197,0.225965,-1.390014,-1.527058,-0.329844,-0.62318,0.734874,0.575645,0,cluster1
550,0.499094,1.053521,1.348568,-0.854778,-1.011169,-0.016188,0.775907,0.291214,0.482305,-0.294174,0.10653,0,cluster0
551,-1.61173,-2.542215,-3.114192,1.232702,-5.034472,-0.344302,-1.179395,0.851857,3.46294,2.169074,8.893031,0,cluster1
552,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
553,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
554,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
555,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
556,-3.27835,1.980615,-0.687052,0.260492,-0.330552,-2.867168,0.453545,4.236458,2.335656,0.482231,0.256469,0,cluster1
557,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
558,1.322015,1.316379,2.538764,1.351026,-1.335507,-1.57858,-0.183519,1.597726,2.9001,0.251284,0.634069,0,cluster1
