@relation RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
532,3.464102,0,0,3.464102,-1.732051,0,0,-3.464102,-1.732051,1.732051,1,cluster0
533,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
534,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster5
535,3.464102,0,1.732051,-1.732051,-1.732051,-3.464102,0,-1.732051,-1.732051,1.732051,0,cluster6
536,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
537,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,0,cluster0
538,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster1
539,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
540,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
541,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
542,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
543,3.464102,0,5.196152,0,0,0,-1.732051,0,0,0,1,cluster5
544,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
545,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
546,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
547,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
548,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
549,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
550,0,1.732051,0,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-1.732051,0,cluster1
551,1.732051,1.732051,0,-1.732051,0,-1.732051,-5.196152,-1.732051,1.732051,-1.732051,0,cluster6
552,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
553,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
554,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
555,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
556,1.732051,-1.732051,0,0,-1.732051,-1.732051,-1.732051,0,3.464102,3.464102,0,cluster2
557,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
558,0,0,0,1.732051,-3.464102,0,-3.464102,-5.196152,1.732051,1.732051,0,cluster0
559,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
560,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
561,3.464102,0,3.464102,0,1.732051,0,-1.732051,0,0,0,1,cluster5
562,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster2
563,3.464102,0,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,0,1,cluster2
564,3.464102,-1.732051,3.464102,-1.732051,0,0,1.732051,0,1.732051,3.464102,1,cluster3
565,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
566,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,1,cluster2
567,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster1
568,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,-1.732051,-1.732051,-1.732051,0,cluster6
569,3.464102,1.732051,0,-1.732051,0,-1.732051,0,0,0,1.732051,1,cluster2
570,0,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,-1.732051,1,cluster0
571,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
572,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
573,1.732051,0,1.732051,-1.732051,0,-1.732051,0,1.732051,1.732051,0,1,cluster3
574,0,1.732051,1.732051,3.464102,0,0,-1.732051,-1.732051,0,-3.464102,1,cluster4
575,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,1,cluster1
576,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,0,cluster3
577,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster5
578,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster3
579,5.196152,0,3.464102,0,0,0,0,-1.732051,0,1.732051,0,cluster5
580,3.464102,-1.732051,3.464102,-1.732051,0,0,1.732051,0,1.732051,3.464102,0,cluster3
581,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
582,3.464102,1.732051,1.732051,0,1.732051,0,-1.732051,0,0,0,1,cluster5
583,3.464102,0,3.464102,-1.732051,-1.732051,0,-1.732051,-1.732051,0,1.732051,0,cluster0
584,5.196152,0,3.464102,0,0,0,1.732051,0,0,3.464102,0,cluster5
585,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
586,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster1
587,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster1
588,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,0,cluster0
589,1.732051,1.732051,1.732051,3.464102,-3.464102,0,-5.196152,-5.196152,-1.732051,-3.464102,1,cluster1
590,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
591,3.464102,1.732051,0,0,1.732051,-1.732051,-3.464102,0,0,0,1,cluster2
592,5.196152,0,0,0,1.732051,-1.732051,0,0,0,3.464102,1,cluster2
593,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster0
594,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
595,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
596,1.732051,1.732051,0,-1.732051,1.732051,-1.732051,-3.464102,0,1.732051,-1.732051,0,cluster6
597,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster5
598,0,1.732051,3.464102,1.732051,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
599,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster5
600,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster3
601,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
602,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
603,0,0,1.732051,3.464102,-1.732051,0,-1.732051,-3.464102,1.732051,0,1,cluster0
604,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
605,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,0,cluster0
606,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster2
607,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,1,cluster6
608,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster1
609,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster0
610,0,0,0,3.464102,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
611,3.464102,1.732051,0,-1.732051,0,-1.732051,0,0,0,1.732051,0,cluster2
612,0,0,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,0,1,cluster0
613,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
614,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
615,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
616,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
617,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
618,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster6
619,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster4
620,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
621,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
622,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
623,1.732051,1.732051,-1.732051,3.464102,0,-1.732051,-1.732051,0,0,-1.732051,1,cluster6
624,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
625,3.464102,1.732051,0,-1.732051,1.732051,-1.732051,0,0,1.732051,0,0,cluster2
626,1.732051,-1.732051,1.732051,-1.732051,0,0,-1.732051,0,1.732051,3.464102,1,cluster3
627,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster3
628,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,0,cluster0
629,0,0,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,-1.732051,1,cluster0
630,0,0,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,1,cluster0
631,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
632,0,0,1.732051,3.464102,-1.732051,0,-3.464102,-5.196152,1.732051,0,0,cluster0
633,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
634,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
635,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster5
636,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
637,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
638,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster1
639,1.732051,0,0,5.196152,-1.732051,0,0,-3.464102,0,0,0,cluster0
640,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
641,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster5
642,0,0,1.732051,1.732051,0,0,0,-1.732051,0,-1.732051,1,cluster0
643,1.732051,0,1.732051,0,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster0
644,3.464102,-1.732051,1.732051,-1.732051,-3.464102,0,0,-1.732051,1.732051,3.464102,0,cluster3
645,1.732051,-1.732051,0,0,-1.732051,-1.732051,-3.464102,0,1.732051,1.732051,1,cluster3
646,3.464102,0,1.732051,5.196152,-1.732051,0,-1.732051,-5.196152,-1.732051,0,0,cluster0
647,1.732051,0,0,0,-1.732051,-1.732051,-3.464102,0,1.732051,0,1,cluster6
648,0,0,1.732051,3.464102,-1.732051,0,-1.732051,-3.464102,1.732051,0,0,cluster0
649,3.464102,0,0,1.732051,0,-1.732051,0,-1.732051,0,1.732051,0,cluster0
650,3.464102,0,0,3.464102,-1.732051,0,0,-3.464102,-1.732051,1.732051,1,cluster0
651,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
652,1.732051,1.732051,1.732051,0,-1.732051,-3.464102,-5.196152,-1.732051,0,0,0,cluster6
653,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster2
654,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
655,3.464102,0,0,0,1.732051,-1.732051,-3.464102,0,0,1.732051,1,cluster2
656,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
657,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
658,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster3
659,1.732051,0,1.732051,1.732051,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
660,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
661,1.732051,0,0,0,0,-1.732051,-1.732051,1.732051,1.732051,0,1,cluster2
662,5.196152,0,5.196152,0,-1.732051,0,0,-1.732051,0,1.732051,0,cluster5
663,0,1.732051,0,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
664,0,1.732051,1.732051,1.732051,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
665,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
666,3.464102,-1.732051,0,-1.732051,0,-1.732051,0,0,1.732051,5.196152,1,cluster3
667,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
668,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
669,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
670,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
671,1.732051,0,1.732051,1.732051,0,0,0,-3.464102,0,1.732051,1,cluster0
672,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster5
673,3.464102,1.732051,3.464102,0,0,0,-3.464102,-1.732051,0,-1.732051,0,cluster5
674,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
675,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
676,0,0,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,1,cluster0
677,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
678,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster3
679,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
680,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
681,1.732051,-1.732051,1.732051,-1.732051,0,0,-1.732051,0,1.732051,3.464102,1,cluster3
682,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,0,0,0,cluster6
683,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,1,cluster0
684,-1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,1.732051,-3.464102,1,cluster4
685,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
686,1.732051,0,3.464102,-1.732051,0,0,-1.732051,0,1.732051,0,0,cluster3
687,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
688,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
689,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
690,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,1,cluster1
691,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
692,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
693,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
694,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster1
695,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
696,0,0,1.732051,0,-3.464102,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
697,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
698,1.732051,-1.732051,1.732051,-1.732051,0,0,-1.732051,0,1.732051,3.464102,1,cluster3
699,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
700,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
701,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
702,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
703,0,0,0,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,0,-1.732051,0,cluster0
704,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
705,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster5
706,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
707,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
708,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
709,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster2
710,1.732051,1.732051,1.732051,0,-1.732051,-3.464102,-5.196152,-1.732051,0,0,0,cluster6
711,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster1
712,0,0,1.732051,1.732051,0,0,0,-1.732051,0,-1.732051,1,cluster0
713,5.196152,0,1.732051,0,0,0,0,-1.732051,0,3.464102,0,cluster5
714,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,1,cluster3
715,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster4
716,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster2
717,0,0,1.732051,3.464102,-1.732051,0,-3.464102,-5.196152,1.732051,0,0,cluster0
718,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
719,1.732051,0,0,3.464102,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
720,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,1,cluster0
721,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
722,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
723,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster1
724,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster6
725,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
726,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster2
727,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,-3.464102,0,1.732051,-1.732051,0,cluster6
728,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster4
729,0,1.732051,0,1.732051,0,-1.732051,-5.196152,-3.464102,0,-1.732051,1,cluster1
730,1.732051,0,1.732051,1.732051,0,0,-1.732051,-1.732051,0,0,0,cluster0
731,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
732,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
733,1.732051,0,1.732051,0,0,0,-1.732051,0,1.732051,0,0,cluster0
734,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
735,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
736,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
737,-1.732051,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-3.464102,1,cluster1
738,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
739,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,1.732051,1.732051,-1.732051,1,cluster2
740,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster3
741,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster5
742,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
743,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
744,-1.732051,0,0,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,3.464102,0,0,cluster0
745,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
746,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster2
747,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
748,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster3
749,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster1
750,5.196152,0,3.464102,0,0,0,1.732051,0,0,3.464102,1,cluster5
751,3.464102,1.732051,0,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster5
752,0,0,1.732051,0,-3.464102,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
753,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-1.732051,0,1.732051,1.732051,1,cluster3
754,5.196152,0,0,1.732051,0,-1.732051,0,0,0,1.732051,1,cluster2
755,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
756,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
757,3.464102,0,3.464102,0,1.732051,0,-1.732051,0,0,0,1,cluster5
758,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster2
759,1.732051,0,1.732051,0,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster0
760,1.732051,0,1.732051,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,0,0,cluster3
761,1.732051,0,1.732051,3.464102,0,0,1.732051,-1.732051,0,0,1,cluster0
762,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster2
763,0,0,1.732051,0,0,0,-1.732051,-3.464102,0,0,1,cluster0
764,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster0
765,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
766,3.464102,0,1.732051,0,1.732051,0,-1.732051,0,0,1.732051,1,cluster5
767,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster1
768,0,0,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-1.732051,1,cluster0
769,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster6
770,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,1,cluster0
771,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,1,cluster1
772,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster1
773,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
774,0,1.732051,1.732051,1.732051,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
775,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster1
776,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
777,1.732051,-1.732051,1.732051,-1.732051,-3.464102,0,-3.464102,-1.732051,1.732051,1.732051,1,cluster3
778,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster1
779,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
780,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster6
781,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster5
782,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
783,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
784,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
785,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster6
786,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
787,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
788,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
789,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
790,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster0
791,0,1.732051,3.464102,1.732051,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
792,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster1
793,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
794,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster1
795,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
796,3.464102,0,3.464102,0,-1.732051,0,-1.732051,0,0,0,1,cluster5
797,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,1.732051,1.732051,1,cluster3
798,5.196152,0,0,1.732051,1.732051,-1.732051,-3.464102,0,-1.732051,1.732051,1,cluster2
799,0,0,0,3.464102,-1.732051,-1.732051,-3.464102,-3.464102,1.732051,0,0,cluster0
800,1.732051,-1.732051,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,0,cluster3
