@relation RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1}

@data
533,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
534,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster1
535,3.464102,0,1.732051,-1.732051,-1.732051,-3.464102,0,-1.732051,-1.732051,1.732051,0,cluster1
536,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
537,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,0,cluster0
538,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster0
539,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
540,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
541,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
542,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
543,3.464102,0,5.196152,0,0,0,-1.732051,0,0,0,1,cluster1
544,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
545,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
546,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
547,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
548,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
549,0,0,1.732051,1.732051,-1.732051,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
550,0,1.732051,0,1.732051,-1.732051,-1.732051,-6.928203,-5.196152,0,-1.732051,0,cluster0
551,1.732051,1.732051,0,-1.732051,0,-1.732051,-5.196152,-1.732051,1.732051,-1.732051,0,cluster1
552,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
553,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
554,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
555,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
556,1.732051,-1.732051,0,0,-1.732051,-1.732051,-1.732051,0,3.464102,3.464102,0,cluster1
557,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
558,0,0,0,1.732051,-3.464102,0,-3.464102,-5.196152,1.732051,1.732051,0,cluster0
559,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
560,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
561,3.464102,0,3.464102,0,1.732051,0,-1.732051,0,0,0,1,cluster1
562,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster1
563,3.464102,0,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,0,1,cluster1
564,3.464102,-1.732051,3.464102,-1.732051,0,0,1.732051,0,1.732051,3.464102,1,cluster1
565,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
566,5.196152,0,1.732051,1.732051,-1.732051,-1.732051,0,0,0,1.732051,1,cluster1
567,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
568,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,-1.732051,-1.732051,-1.732051,0,cluster1
569,3.464102,1.732051,0,-1.732051,0,-1.732051,0,0,0,1.732051,1,cluster1
570,0,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,-1.732051,1,cluster0
571,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
572,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
573,1.732051,0,1.732051,-1.732051,0,-1.732051,0,1.732051,1.732051,0,1,cluster1
574,0,1.732051,1.732051,3.464102,0,0,-1.732051,-1.732051,0,-3.464102,1,cluster0
575,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,1,cluster0
576,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,0,cluster1
577,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster1
578,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster1
579,5.196152,0,3.464102,0,0,0,0,-1.732051,0,1.732051,0,cluster1
580,3.464102,-1.732051,3.464102,-1.732051,0,0,1.732051,0,1.732051,3.464102,0,cluster1
581,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
582,3.464102,1.732051,1.732051,0,1.732051,0,-1.732051,0,0,0,1,cluster1
583,3.464102,0,3.464102,-1.732051,-1.732051,0,-1.732051,-1.732051,0,1.732051,0,cluster1
584,5.196152,0,3.464102,0,0,0,1.732051,0,0,3.464102,0,cluster1
585,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
586,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster0
587,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster0
588,0,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,0,-1.732051,0,cluster0
589,1.732051,1.732051,1.732051,3.464102,-3.464102,0,-5.196152,-5.196152,-1.732051,-3.464102,1,cluster0
590,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
591,3.464102,1.732051,0,0,1.732051,-1.732051,-3.464102,0,0,0,1,cluster1
592,5.196152,0,0,0,1.732051,-1.732051,0,0,0,3.464102,1,cluster1
593,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster1
594,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
595,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
596,1.732051,1.732051,0,-1.732051,1.732051,-1.732051,-3.464102,0,1.732051,-1.732051,0,cluster1
597,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster1
598,0,1.732051,3.464102,1.732051,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
599,3.464102,1.732051,5.196152,0,0,0,-1.732051,0,0,-1.732051,0,cluster1
600,1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster1
601,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
602,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
603,0,0,1.732051,3.464102,-1.732051,0,-1.732051,-3.464102,1.732051,0,1,cluster0
604,0,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
605,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,0,cluster0
606,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster1
607,1.732051,1.732051,0,-1.732051,0,-1.732051,-3.464102,0,0,0,1,cluster1
608,1.732051,1.732051,0,3.464102,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1,cluster0
609,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster1
610,0,0,0,3.464102,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
611,3.464102,1.732051,0,-1.732051,0,-1.732051,0,0,0,1.732051,0,cluster1
612,0,0,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,0,1,cluster0
613,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
614,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
615,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
616,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
617,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
618,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster1
619,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster0
620,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
621,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
622,0,0,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
623,1.732051,1.732051,-1.732051,3.464102,0,-1.732051,-1.732051,0,0,-1.732051,1,cluster1
624,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
625,3.464102,1.732051,0,-1.732051,1.732051,-1.732051,0,0,1.732051,0,0,cluster1
626,1.732051,-1.732051,1.732051,-1.732051,0,0,-1.732051,0,1.732051,3.464102,1,cluster1
627,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster1
628,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,0,cluster0
629,0,0,0,1.732051,0,-1.732051,-1.732051,-1.732051,0,-1.732051,1,cluster1
630,0,0,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,1,cluster0
631,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
632,0,0,1.732051,3.464102,-1.732051,0,-3.464102,-5.196152,1.732051,0,0,cluster0
633,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
634,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
635,5.196152,0,3.464102,0,-1.732051,0,0,-1.732051,0,3.464102,0,cluster1
636,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
637,1.732051,0,0,1.732051,-3.464102,0,-1.732051,-5.196152,0,1.732051,0,cluster0
638,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster0
639,1.732051,0,0,5.196152,-1.732051,0,0,-3.464102,0,0,0,cluster0
640,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
641,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster1
642,0,0,1.732051,1.732051,0,0,0,-1.732051,0,-1.732051,1,cluster1
643,1.732051,0,1.732051,0,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster1
644,3.464102,-1.732051,1.732051,-1.732051,-3.464102,0,0,-1.732051,1.732051,3.464102,0,cluster1
645,1.732051,-1.732051,0,0,-1.732051,-1.732051,-3.464102,0,1.732051,1.732051,1,cluster1
646,3.464102,0,1.732051,5.196152,-1.732051,0,-1.732051,-5.196152,-1.732051,0,0,cluster0
647,1.732051,0,0,0,-1.732051,-1.732051,-3.464102,0,1.732051,0,1,cluster1
648,0,0,1.732051,3.464102,-1.732051,0,-1.732051,-3.464102,1.732051,0,0,cluster0
649,3.464102,0,0,1.732051,0,-1.732051,0,-1.732051,0,1.732051,0,cluster1
650,3.464102,0,0,3.464102,-1.732051,0,0,-3.464102,-1.732051,1.732051,1,cluster0
651,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
652,1.732051,1.732051,1.732051,0,-1.732051,-3.464102,-5.196152,-1.732051,0,0,0,cluster1
653,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster1
654,1.732051,0,1.732051,3.464102,0,0,0,-3.464102,0,0,1,cluster0
655,3.464102,0,0,0,1.732051,-1.732051,-3.464102,0,0,1.732051,1,cluster1
656,1.732051,0,0,1.732051,-1.732051,0,0,-3.464102,0,1.732051,1,cluster0
657,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
658,1.732051,-1.732051,3.464102,-1.732051,0,0,-1.732051,0,1.732051,1.732051,1,cluster1
659,1.732051,0,1.732051,1.732051,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
660,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
661,1.732051,0,0,0,0,-1.732051,-1.732051,1.732051,1.732051,0,1,cluster1
662,5.196152,0,5.196152,0,-1.732051,0,0,-1.732051,0,1.732051,0,cluster1
663,0,1.732051,0,3.464102,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
664,0,1.732051,1.732051,1.732051,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
665,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
666,3.464102,-1.732051,0,-1.732051,0,-1.732051,0,0,1.732051,5.196152,1,cluster1
667,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
668,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
669,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
670,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
671,1.732051,0,1.732051,1.732051,0,0,0,-3.464102,0,1.732051,1,cluster1
672,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster1
673,3.464102,1.732051,3.464102,0,0,0,-3.464102,-1.732051,0,-1.732051,0,cluster1
674,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
675,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
676,0,0,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,1,cluster0
677,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
678,1.732051,0,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,1.732051,1.732051,0,cluster1
679,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
680,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
681,1.732051,-1.732051,1.732051,-1.732051,0,0,-1.732051,0,1.732051,3.464102,1,cluster1
682,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-5.196152,-1.732051,0,0,0,cluster1
683,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,1,cluster0
684,-1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,1.732051,-3.464102,1,cluster0
685,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
686,1.732051,0,3.464102,-1.732051,0,0,-1.732051,0,1.732051,0,0,cluster1
687,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
688,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
689,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
690,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,1,cluster0
691,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
692,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
693,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
694,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster0
695,1.732051,0,0,3.464102,-1.732051,-1.732051,-1.732051,-3.464102,0,0,0,cluster0
696,0,0,1.732051,0,-3.464102,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
697,1.732051,0,1.732051,3.464102,-1.732051,0,0,-3.464102,0,0,1,cluster0
698,1.732051,-1.732051,1.732051,-1.732051,0,0,-1.732051,0,1.732051,3.464102,1,cluster1
699,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
700,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
701,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
702,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
703,0,0,0,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,0,-1.732051,0,cluster0
704,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
705,5.196152,0,5.196152,0,0,0,1.732051,0,0,1.732051,1,cluster1
706,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
707,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
708,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
709,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster1
710,1.732051,1.732051,1.732051,0,-1.732051,-3.464102,-5.196152,-1.732051,0,0,0,cluster1
711,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
712,0,0,1.732051,1.732051,0,0,0,-1.732051,0,-1.732051,1,cluster1
713,5.196152,0,1.732051,0,0,0,0,-1.732051,0,3.464102,0,cluster1
714,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,1,cluster1
715,0,1.732051,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-3.464102,1,cluster0
716,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster1
717,0,0,1.732051,3.464102,-1.732051,0,-3.464102,-5.196152,1.732051,0,0,cluster0
718,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
719,1.732051,0,0,3.464102,-1.732051,0,-1.732051,-5.196152,0,1.732051,0,cluster0
720,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,1,cluster0
721,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
722,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,-1.732051,0,cluster0
723,0,1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,0,-1.732051,1,cluster0
724,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,0,cluster1
725,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
726,5.196152,0,1.732051,1.732051,0,-1.732051,1.732051,1.732051,0,1.732051,1,cluster1
727,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,-3.464102,0,1.732051,-1.732051,0,cluster1
728,-1.732051,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,-3.464102,1,cluster0
729,0,1.732051,0,1.732051,0,-1.732051,-5.196152,-3.464102,0,-1.732051,1,cluster0
730,1.732051,0,1.732051,1.732051,0,0,-1.732051,-1.732051,0,0,0,cluster1
731,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
732,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
733,1.732051,0,1.732051,0,0,0,-1.732051,0,1.732051,0,0,cluster1
734,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
735,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
736,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
737,-1.732051,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,-3.464102,1,cluster0
738,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
739,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,1.732051,1.732051,-1.732051,1,cluster1
740,1.732051,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster1
741,3.464102,1.732051,3.464102,0,0,0,-1.732051,0,0,0,1,cluster1
742,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
743,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
744,-1.732051,0,0,1.732051,-1.732051,-1.732051,-3.464102,-3.464102,3.464102,0,0,cluster0
745,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
746,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster1
747,0,0,0,0,-3.464102,0,-3.464102,-5.196152,0,0,0,cluster0
748,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,3.464102,1,cluster1
749,0,1.732051,0,3.464102,-1.732051,-1.732051,-5.196152,-3.464102,0,-3.464102,0,cluster0
750,5.196152,0,3.464102,0,0,0,1.732051,0,0,3.464102,1,cluster1
751,3.464102,1.732051,0,0,-1.732051,0,-3.464102,-1.732051,0,0,0,cluster1
752,0,0,1.732051,0,-3.464102,0,-3.464102,-5.196152,0,-1.732051,0,cluster0
753,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-1.732051,0,1.732051,1.732051,1,cluster1
754,5.196152,0,0,1.732051,0,-1.732051,0,0,0,1.732051,1,cluster1
755,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
756,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
757,3.464102,0,3.464102,0,1.732051,0,-1.732051,0,0,0,1,cluster1
758,3.464102,1.732051,1.732051,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,1,cluster1
759,1.732051,0,1.732051,0,-1.732051,0,-3.464102,-1.732051,1.732051,0,0,cluster1
760,1.732051,0,1.732051,-1.732051,-1.732051,-1.732051,-1.732051,0,1.732051,0,0,cluster1
761,1.732051,0,1.732051,3.464102,0,0,1.732051,-1.732051,0,0,1,cluster1
762,3.464102,0,1.732051,0,0,-1.732051,0,1.732051,0,0,1,cluster1
763,0,0,1.732051,0,0,0,-1.732051,-3.464102,0,0,1,cluster0
764,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster1
765,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
766,3.464102,0,1.732051,0,1.732051,0,-1.732051,0,0,1.732051,1,cluster1
767,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,1,cluster0
768,0,0,0,3.464102,0,-1.732051,-3.464102,-1.732051,0,-1.732051,1,cluster0
769,1.732051,1.732051,3.464102,0,-1.732051,-1.732051,-3.464102,-1.732051,0,0,0,cluster1
770,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,1,cluster0
771,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,1,cluster0
772,-1.732051,1.732051,0,1.732051,-1.732051,-1.732051,-5.196152,-3.464102,1.732051,-3.464102,0,cluster0
773,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
774,0,1.732051,1.732051,1.732051,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
775,0,1.732051,0,1.732051,-3.464102,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
776,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
777,1.732051,-1.732051,1.732051,-1.732051,-3.464102,0,-3.464102,-1.732051,1.732051,1.732051,1,cluster1
778,0,1.732051,1.732051,3.464102,-1.732051,0,-3.464102,-3.464102,0,-3.464102,0,cluster0
779,1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,-5.196152,0,0,0,cluster0
780,1.732051,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,cluster1
781,3.464102,1.732051,5.196152,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,0,cluster1
782,0,1.732051,1.732051,1.732051,-3.464102,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
783,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
784,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
785,3.464102,1.732051,1.732051,1.732051,-1.732051,-1.732051,-3.464102,0,0,-1.732051,1,cluster1
786,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
787,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
788,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
789,0,0,1.732051,1.732051,-1.732051,0,0,-3.464102,1.732051,0,0,cluster0
790,1.732051,0,0,3.464102,0,-1.732051,0,-1.732051,0,0,1,cluster1
791,0,1.732051,3.464102,1.732051,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
792,0,1.732051,1.732051,3.464102,0,0,-3.464102,-3.464102,0,-3.464102,1,cluster0
793,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
794,0,1.732051,1.732051,3.464102,-1.732051,0,-5.196152,-5.196152,0,-3.464102,0,cluster0
795,1.732051,0,1.732051,3.464102,-1.732051,0,-1.732051,-5.196152,0,0,0,cluster0
796,3.464102,0,3.464102,0,-1.732051,0,-1.732051,0,0,0,1,cluster1
797,1.732051,0,0,-1.732051,-1.732051,0,-1.732051,0,1.732051,1.732051,1,cluster1
798,5.196152,0,0,1.732051,1.732051,-1.732051,-3.464102,0,-1.732051,1.732051,1,cluster1
799,0,0,0,3.464102,-1.732051,-1.732051,-3.464102,-3.464102,1.732051,0,0,cluster0
800,1.732051,-1.732051,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,1.732051,0,cluster1
801,0,1.732051,1.732051,1.732051,-1.732051,0,-5.196152,-5.196152,0,-1.732051,0,cluster0
